Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/27  19:00:00,110.838125604,8.35628176551,35.2849419555,0.0,33.8341110165,33.3544677425,5.77526721925,0.0,0.0,5.77526721925
 07/27  20:00:00,119.292756572,8.24662568744,30.0430744572,0.0,36.5179666069,38.8247702939,5.77458544608,0.0,0.0,5.77458544608
 07/27  21:00:00,110.80520925,8.0361361154,25.3973137978,0.0,32.965339924,36.8579353714,11.5640455367,0.0,0.0,11.5640455367
 07/27  22:00:00,80.1627294446,7.39931095557,18.9386163606,0.0,25.6355707503,20.6438685092,5.77964968821,0.0,0.0,5.77964968821
 07/27  23:00:00,55.3661894802,6.83083526834,14.2632560443,0.0,15.0252895274,11.7056064465,5.76225055519,0.0,0.0,5.76225055519
 07/27  24:00:00,47.9102021662,6.57035943407,12.0934253507,0.0,11.6412384099,10.0650221343,0.02,0.0,0.0,0.02
 07/28  01:00:00,44.5193300055,6.38088603,10.452641697,0.0,10.0992000411,10.047477231,5.75371179444,0.0,0.0,5.75371179444
 07/28  02:00:00,41.2367272087,6.22847235859,9.18201838812,0.0,8.25718729233,10.0299323277,0.02,0.0,0.0,0.02
 07/28  03:00:00,40.1901889633,6.1185126407,8.245433411,0.0,8.25718729233,10.0299323277,5.84750359373,0.0939383220375,0.0,5.75356527169
 07/28  04:00:00,41.0557913359,6.03826856509,7.58475130005,0.0,8.25718729233,11.6354268332,0.364486748499,0.344486748499,0.0,0.02
 07/28  05:00:00,48.7178470674,6.04493601322,7.66068761673,0.0,12.1011305571,15.3678112995,6.13940029632,0.368414205013,0.0,5.77098609131
 07/28  06:00:00,74.9381532437,6.57409025781,11.3599172603,0.0,19.7275818095,37.2640762949,11.9364699667,0.371619540096,0.0,11.5648504266
 07/28  07:00:00,97.2902047264,6.98801779963,14.6942180424,0.0,24.3117294858,51.2795993405,11.5983885624,0.0,0.0,11.5983885624
 07/28  08:00:00,83.8664154793,6.54408178039,12.9890402089,0.0,23.6694662846,40.6342015617,23.3933962011,0.0,0.0,23.3933962011
 07/28  09:00:00,83.4650501795,6.56085172812,17.5780072128,0.0,23.6694662846,35.6302164847,35.5324975436,0.0,18.025,17.5074975436
 07/28  10:00:00,66.7107438417,6.40523981689,18.5758638084,0.0,18.7433767983,22.9618409725,41.329792453,0.0,18.025,23.304792453
